Departamento,Municipio,Grupo cultivo,Subgrupo,Cultivo,Año,Área sembrada,Área cosechada,Producción,Rendimiento,Ciclo del cultivo
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2022,725.0,764.0,3438.0,4.5,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,90.0,200.0,1200.0,6.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,94.0,216.0,1296.0,6.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,297.0,420.0,1680.0,4.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,725.0,725.0,2900.0,4.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,216.0,310.0,1550.0,5.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,210.0,300.0,1800.0,6.0,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,438.0,735.0,3307.5,4.5,TRANSITORIO
CÓRDOBA,CANALETE,CEREALES,CEREALES,MAÍZ,2023,742.0,1467.0,6601.5,4.5,TRANSITORIO
CÓRDOBA,CANALETE,FRUTALES,PASIFLORÁCEAS,MARACUYÁ,2019,167.0,167.0,3340.0,20.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,PASIFLORÁCEAS,MARACUYÁ,2020,208.0,208.0,2080.0,10.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,PASIFLORÁCEAS,MARACUYÁ,2021,203.0,201.0,2914.5,14.5,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,PASIFLORÁCEAS,MARACUYÁ,2022,282.0,188.0,2726.0,14.5,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,PASIFLORÁCEAS,MARACUYÁ,2023,287.0,280.0,4060.0,14.5,PERMANENTE
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,ÑAME,2019,460.0,455.0,3185.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,ÑAME,2020,520.0,510.0,3060.0,6.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,ÑAME,2021,573.0,573.0,4011.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,ÑAME,2022,613.0,573.0,4011.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,ÑAME,2023,725.0,613.0,4904.0,8.0,TRANSITORIO
CÓRDOBA,CANALETE,OLEAGINOSAS,OLEAGINOSAS,PALMA DE ACEITE,2019,2.0,0.0,0.0,0.0,PERMANENTE
CÓRDOBA,CANALETE,HORTALIZAS,HORTALIZAS DE FRUTO,PATILLA,2019,17.0,12.0,60.0,5.0,TRANSITORIO
CÓRDOBA,CANALETE,HORTALIZAS,HORTALIZAS DE FRUTO,PATILLA,2020,8.0,7.0,64.0,9.14,TRANSITORIO
CÓRDOBA,CANALETE,HORTALIZAS,HORTALIZAS DE FRUTO,PATILLA,2021,8.0,2.0,18.0,9.0,TRANSITORIO
CÓRDOBA,CANALETE,HORTALIZAS,HORTALIZAS DE FRUTO,PATILLA,2022,8.0,8.0,72.0,9.0,TRANSITORIO
CÓRDOBA,CANALETE,HORTALIZAS,HORTALIZAS DE FRUTO,PATILLA,2023,10.0,10.0,120.0,12.0,TRANSITORIO
CÓRDOBA,CANALETE,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2019,2134.0,2025.0,32400.0,16.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2020,2458.0,2124.0,42480.0,20.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2021,2526.0,2426.0,36390.0,15.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2022,2844.0,2498.0,37470.0,15.0,PERMANENTE
CÓRDOBA,CANALETE,FRUTALES,DEMÁS FRUTALES,PLÁTANO,2023,2845.0,2840.0,42600.0,15.0,PERMANENTE
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2019,650.0,647.0,4529.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2019,409.0,400.0,2400.0,6.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2020,810.0,800.0,5600.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2020,519.0,519.0,3633.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2021,880.0,880.0,6160.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2021,628.0,628.0,4396.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2022,894.0,628.0,4396.0,7.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2022,750.0,894.0,7152.0,8.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2023,900.0,750.0,6000.0,8.0,TRANSITORIO
CÓRDOBA,CANALETE,RAÍCES Y TUBÉRCULOS,RAÍCES Y TUBÉRCULOS,YUCA,2023,761.0,894.0,7152.0,8.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AHUYAMA,AHUYAMA,2007,4.0,4.0,144.0,36.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2008,6.0,3.0,16.0,5.33,ANUAL
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2009,4.0,4.0,25.0,6.25,ANUAL
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2010,1.0,1.0,12.0,8.4,ANUAL
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2010,3.0,1.0,15.0,15.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2011,3.0,2.0,4.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2011,3.0,1.0,5.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2012,4.0,4.0,17.0,4.79,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2012,4.0,3.0,15.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2013,2.0,2.0,10.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2014,2.0,2.0,5.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2014,4.0,4.0,20.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2015,2.0,2.0,13.0,8.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2016,15.0,15.0,45.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2017,15.0,5.0,15.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2018,15.0,15.0,46.0,3.01,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2010,3.0,3.0,56.0,20.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2015,6.0,6.0,14.0,2.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,AJI,AJI,2015,4.0,4.0,20.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2006,4350.0,3624.0,10060.0,2.78,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2007,5363.0,5363.0,12819.0,2.39,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2008,6330.0,6101.0,10455.0,1.71,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2009,5472.0,5470.0,13675.0,2.5,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2010,5691.0,5691.0,10388.0,1.83,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2011,6741.0,6741.0,15504.0,2.3,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2012,4030.0,4030.0,6970.0,1.73,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2013,4179.0,4179.0,9611.0,2.3,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2014,3618.0,3618.0,5428.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2015,3618.0,3618.0,4116.0,1.14,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2016,843.0,843.0,1687.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,FIBRAS,ALGODON,ALGODON,2017,1636.0,1636.0,3419.0,2.09,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2007,406.0,406.0,2152.0,5.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2006,350.0,350.0,1960.0,5.6,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2007,248.0,248.0,1310.0,5.28,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2008,194.0,154.0,749.0,4.86,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2008,182.0,171.0,820.0,4.8,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2009,179.0,177.0,812.0,4.59,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2009,266.0,263.0,1377.0,5.24,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2010,123.0,122.0,647.0,5.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2010,150.0,130.0,455.0,3.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2011,125.0,120.0,660.0,5.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2011,160.0,150.0,795.0,5.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2017,134.0,117.0,558.0,4.78,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2017,161.0,161.0,889.0,5.52,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2018,89.0,89.0,532.0,6.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2010,56.0,55.0,165.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2010,62.0,60.0,90.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2011,60.0,57.0,71.0,1.25,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2011,72.0,65.0,98.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2012,50.0,45.0,135.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2012,60.0,50.0,75.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2013,45.0,45.0,135.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2014,124.0,52.0,104.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2015,28.0,20.0,40.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2015,60.0,50.0,75.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2016,60.0,50.0,75.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2017,60.0,60.0,120.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2012,100.0,100.0,550.0,5.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2012,140.0,130.0,390.0,3.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2013,100.0,100.0,550.0,5.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2014,63.0,48.0,250.0,5.19,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2015,72.0,66.0,285.0,4.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2016,168.0,168.0,1243.0,7.4,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,ARROZ,ARROZ,2016,301.0,280.0,1718.0,6.13,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2007,25.0,23.0,115.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2008,6.0,6.0,29.0,4.83,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2009,6.0,5.0,23.0,4.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2010,6.0,5.0,23.0,4.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2010,6.0,3.0,15.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2011,6.0,6.0,25.0,4.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2011,7.0,5.0,25.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2012,5.0,5.0,19.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2012,6.0,5.0,25.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2013,5.0,5.0,24.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2014,5.0,5.0,25.0,5.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2014,5.0,5.0,28.0,5.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2015,5.0,5.0,34.0,7.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2015,5.0,5.0,38.0,7.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2016,30.0,30.0,225.0,7.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2017,30.0,10.0,100.0,10.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,BERENJENA,BERENJENA,2018,31.0,31.0,310.0,10.09,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,CALABAZA,CALABAZA,2007,10.0,9.0,180.0,20.0,TRANSITORIO
CÓRDOBA,CERETE,FRUTALES,COCO,COCO,2008,5.0,4.0,125.0,31.25,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,COCO,COCO,2009,3.0,3.0,104.0,32.5,PERMANENTE
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2007,5.0,4.0,40.0,10.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2008,1.0,1.0,6.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2009,1.0,1.0,7.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2010,1.0,1.0,1.0,0.5,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2010,2.0,1.0,3.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2011,2.0,1.0,7.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2011,2.0,1.0,3.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2012,2.0,1.0,7.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2012,2.0,1.0,5.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2013,1.0,1.0,7.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2014,1.0,1.0,6.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2014,2.0,2.0,10.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2015,2.0,2.0,5.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,HORTALIZAS,COL,COL,2015,2.0,2.0,4.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,FRIJOL,FRIJOL,2006,80.0,80.0,80.0,1.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,FRIJOL,FRIJOL,2007,3.0,3.0,3.0,1.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,FRIJOL,FRIJOL,2008,5.0,5.0,5.0,1.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2.0,2.0,2.0,1.0,TRANSITORIO
CÓRDOBA,CERETE,FRUTALES,GUANABANA,GUANABANA,2008,10.0,7.0,360.0,51.43,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,GUANABANA,GUANABANA,2009,10.0,10.0,490.0,48.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,GUAYABA,GUAYABA,2007,44.0,44.0,800.0,18.18,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,GUAYABA,GUAYABA,2008,23.0,23.0,847.0,36.83,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,GUAYABA,GUAYABA,2009,18.0,18.0,636.0,35.33,PERMANENTE
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2007,20.0,18.0,180.0,10.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,5.0,5.0,56.0,11.91,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,5.0,5.0,58.0,12.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,2.0,10.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,6.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,5.0,2.0,10.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,6.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,4.0,3.0,15.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2013,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2014,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2014,4.0,4.0,20.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2015,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2015,4.0,4.0,20.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2016,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2017,5.0,2.0,2.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2018,5.0,5.0,6.0,1.2,TRANSITORIO
CÓRDOBA,CERETE,FRUTALES,CITRICOS,LIMON,2007,3.0,3.0,65.0,21.67,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,CITRICOS,LIMON,2008,3.0,3.0,65.0,21.67,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,CITRICOS,LIMON,2009,3.0,3.0,55.0,22.0,PERMANENTE
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2006,200.0,200.0,720.0,3.6,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2007,6000.0,5850.0,19745.0,3.38,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2007,200.0,200.0,550.0,2.75,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2008,5500.0,5400.0,23172.0,4.29,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2008,200.0,200.0,790.0,3.95,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2009,4326.0,4109.0,16436.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2010,4423.0,4204.0,16607.0,3.95,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2010,1300.0,1185.0,4740.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2011,6450.0,6035.0,23623.0,3.91,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2011,1200.0,1100.0,4400.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2012,6000.0,5820.0,29100.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2012,1000.0,900.0,3600.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2013,5500.0,5500.0,27500.0,5.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2014,3800.0,3800.0,15200.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2014,1200.0,110.0,440.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2015,3800.0,3800.0,12160.0,3.2,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2015,1200.0,1200.0,4800.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2016,4030.0,3600.0,21830.0,6.06,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2016,1690.0,1690.0,10140.0,6.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2017,3000.0,2400.0,12258.0,5.11,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2017,850.0,850.0,3400.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2018,1200.0,1200.0,4800.0,4.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2009,97.0,95.0,171.0,1.8,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2011,400.0,350.0,368.0,1.05,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2011,150.0,130.0,260.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2012,140.0,120.0,180.0,1.5,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2012,180.0,150.0,300.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2013,140.0,140.0,280.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2014,88.0,88.0,203.0,2.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2014,180.0,170.0,340.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2015,88.0,88.0,115.0,1.3,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2015,180.0,180.0,360.0,2.0,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2017,700.0,560.0,991.0,1.77,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2017,550.0,550.0,630.0,1.15,TRANSITORIO
CÓRDOBA,CERETE,CEREALES,MAIZ,MAIZ,2018,700.0,700.0,801.0,1.14,TRANSITORIO
CÓRDOBA,CERETE,FRUTALES,MANGO,MANGO,2008,6.0,6.0,302.0,48.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MANGO,MANGO,2009,6.0,6.0,275.0,45.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2007,38.0,30.0,750.0,25.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2008,18.0,9.0,235.0,26.11,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2009,17.0,5.0,130.0,25.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2010,5.0,5.0,104.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2011,7.0,6.0,120.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2012,7.0,6.0,120.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2013,7.0,6.0,120.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2014,6.0,6.0,120.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,MARACUYA,MARACUYA,2015,6.0,6.0,120.0,20.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,CITRICOS,NARANJA,2007,8.0,8.0,152.0,19.0,PERMANENTE
CÓRDOBA,CERETE,FRUTALES,CITRICOS,NARANJA,2008,4.0,4.0,85.0,21.25,PERMANENTE
