,Codigo depto,Codigo mpio,Departamento,SUBREGION,Municipio,Grupo cultivo,Subgrupo cultivo,Cultivo,Año,Area sembrada,Area cosechada,Produccion,Rendimiento,Ciclo
3807,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2009,90.0,90.0,900.0,10.0,PERMANENTE
3808,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2009,81.0,60.0,120.0,2.0,PERMANENTE
3809,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2009,45.0,45.0,225.0,5.0,PERMANENTE
3810,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2009,31.0,25.0,210.0,8.4,PERMANENTE
3811,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2009,27.0,22.0,220.0,10.0,PERMANENTE
3812,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2009,22.0,14.0,84.0,6.0,PERMANENTE
3813,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2009,13.0,13.0,91.0,7.0,PERMANENTE
3814,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2009,12.0,2.0,18.0,9.0,PERMANENTE
3815,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2009,9.0,9.0,81.0,9.0,PERMANENTE
3816,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2009,33.0,18.0,162.0,9.0,PERMANENTE
3817,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,FRUTALES,GUAYABA,GUAYABA,2009,22.0,10.0,100.0,10.0,PERMANENTE
3818,23,23162,CORDOBA,SINU MEDIO,CERETE,FRUTALES,GUAYABA,GUAYABA,2009,18.0,18.0,636.0,35.33,PERMANENTE
3819,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2009,15.0,12.0,62.0,5.2,PERMANENTE
3820,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2009,10.0,10.0,95.0,9.5,PERMANENTE
3821,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2010,149.0,145.0,1740.0,12.0,PERMANENTE
3822,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2010,100.0,90.0,880.0,9.78,PERMANENTE
3823,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2010,81.0,55.0,495.0,9.0,PERMANENTE
3824,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2010,45.0,45.0,225.0,5.0,PERMANENTE
3825,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2010,34.0,28.0,240.0,8.57,PERMANENTE
3826,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2010,15.0,12.0,120.0,10.0,PERMANENTE
3827,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2010,13.0,13.0,65.0,5.0,PERMANENTE
3828,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2010,10.0,6.0,24.0,4.0,PERMANENTE
3829,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2010,9.0,9.0,81.0,9.0,PERMANENTE
3830,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2010,9.0,9.0,100.0,11.11,PERMANENTE
3831,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2010,51.0,51.0,459.0,9.0,PERMANENTE
3832,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,FRUTALES,GUAYABA,GUAYABA,2010,22.0,10.0,100.0,10.0,PERMANENTE
3833,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2010,16.0,13.0,104.0,8.0,PERMANENTE
3834,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2010,5.0,5.0,75.0,15.0,PERMANENTE
3835,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2011,298.0,290.0,3480.0,12.0,PERMANENTE
3836,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2011,100.0,90.0,900.0,10.0,PERMANENTE
3837,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2011,81.0,55.0,660.0,12.0,PERMANENTE
3838,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2011,45.0,45.0,225.0,5.0,PERMANENTE
3839,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,GUAYABA,GUAYABA,2011,45.0,36.0,225.0,6.25,PERMANENTE
3840,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2011,34.0,28.0,240.0,8.57,PERMANENTE
3841,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2011,15.0,12.0,120.0,10.0,PERMANENTE
3842,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2011,13.0,13.0,80.0,6.15,PERMANENTE
3843,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2011,9.0,9.0,81.0,9.0,PERMANENTE
3844,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2011,9.0,5.0,60.0,12.0,PERMANENTE
3845,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2011,6.0,6.0,24.0,4.0,PERMANENTE
3846,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2011,51.0,51.0,459.0,9.0,PERMANENTE
3847,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,FRUTALES,GUAYABA,GUAYABA,2011,22.0,15.0,150.0,10.0,PERMANENTE
3848,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2011,17.0,15.0,75.0,5.0,PERMANENTE
3849,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2011,5.0,5.0,75.0,15.0,PERMANENTE
3850,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2012,151.0,148.0,1776.0,12.0,PERMANENTE
3851,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2012,100.0,100.0,1000.0,10.0,PERMANENTE
3852,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2012,70.0,65.0,390.0,6.0,PERMANENTE
3853,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2012,45.0,45.0,225.0,5.0,PERMANENTE
3854,13,13268,BOLIVAR,LOBA,EL PENON,FRUTALES,GUAYABA,GUAYABA,2012,45.0,36.0,252.0,7.0,PERMANENTE
3855,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2012,26.0,21.0,180.0,8.57,PERMANENTE
3856,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2012,15.0,10.0,100.0,10.0,PERMANENTE
3857,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2012,13.0,13.0,91.0,7.0,PERMANENTE
3858,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2012,10.0,10.0,60.0,6.0,PERMANENTE
3859,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2012,10.0,10.0,70.0,7.0,PERMANENTE
3860,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2012,8.0,8.0,96.0,12.0,PERMANENTE
3861,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2012,112.0,112.0,1680.0,15.0,PERMANENTE
3862,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2012,51.0,51.0,459.0,9.0,PERMANENTE
3863,23,23079,CORDOBA,SAN JORGE,BUENAVISTA,FRUTALES,GUAYABA,GUAYABA,2012,20.0,20.0,260.0,13.0,PERMANENTE
3864,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2012,20.0,20.0,180.0,9.0,PERMANENTE
3865,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2013,149.0,145.0,1740.0,12.0,PERMANENTE
3866,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2013,100.0,100.0,2500.0,25.0,PERMANENTE
3867,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2013,45.0,45.0,225.0,5.0,PERMANENTE
3868,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2013,24.0,22.0,192.0,8.73,PERMANENTE
3869,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2013,20.0,3.0,12.0,4.0,PERMANENTE
3870,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2013,13.0,13.0,72.0,5.5,PERMANENTE
3871,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2013,10.0,10.0,60.0,6.0,PERMANENTE
3872,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2013,10.0,10.0,70.0,7.0,PERMANENTE
3873,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2013,8.0,8.0,40.0,5.0,PERMANENTE
3874,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2013,8.0,8.0,80.0,10.0,PERMANENTE
3875,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2013,112.0,112.0,1680.0,15.0,PERMANENTE
3876,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2013,30.0,30.0,460.0,15.33,PERMANENTE
3877,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2013,20.0,20.0,180.0,9.0,PERMANENTE
3878,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2014,256.0,233.0,2796.0,12.0,PERMANENTE
3879,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2014,107.0,54.0,54.0,1.0,PERMANENTE
3880,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2014,100.0,100.0,2500.0,25.0,PERMANENTE
3881,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2014,45.0,45.0,225.0,5.0,PERMANENTE
3882,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2014,26.0,17.0,153.0,9.0,PERMANENTE
3883,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2014,15.0,15.0,30.0,2.0,PERMANENTE
3884,13,13006,BOLIVAR,MOJANA BOLIVARENSE,ACHI,FRUTALES,GUAYABA,GUAYABA,2014,13.0,13.0,72.0,5.5,PERMANENTE
3885,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2014,10.0,10.0,60.0,6.0,PERMANENTE
3886,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2014,10.0,10.0,70.0,7.0,PERMANENTE
3887,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2014,8.0,8.0,80.0,10.0,PERMANENTE
3888,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2014,112.0,112.0,1680.0,15.0,PERMANENTE
3889,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2014,30.0,30.0,465.0,15.5,PERMANENTE
3890,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2014,20.0,20.0,180.0,9.0,PERMANENTE
3891,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2015,210.0,210.0,2520.0,12.0,PERMANENTE
3892,13,13442,BOLIVAR,MONTES DE MARIA,MARIA LA BAJA,FRUTALES,GUAYABA,GUAYABA,2015,70.0,70.0,1400.0,20.0,PERMANENTE
3893,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,FRUTALES,GUAYABA,GUAYABA,2015,45.0,45.0,225.0,5.0,PERMANENTE
3894,13,13657,BOLIVAR,MONTES DE MARIA,SAN JUAN NEPOMUCENO,FRUTALES,GUAYABA,GUAYABA,2015,20.0,20.0,100.0,5.0,PERMANENTE
3895,13,13838,BOLIVAR,DIQUE BOLIVARENSE,TURBANA,FRUTALES,GUAYABA,GUAYABA,2015,17.0,8.0,56.0,7.0,PERMANENTE
3896,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2015,10.0,10.0,40.0,4.0,PERMANENTE
3897,13,13001,BOLIVAR,DIQUE BOLIVARENSE,CARTAGENA DE INDIAS,FRUTALES,GUAYABA,GUAYABA,2015,10.0,10.0,40.0,4.0,PERMANENTE
3898,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2015,8.0,8.0,48.0,6.0,PERMANENTE
3899,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2015,6.0,2.0,10.0,5.0,PERMANENTE
3900,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2015,112.0,42.0,1764.0,42.0,PERMANENTE
3901,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2015,86.0,86.0,817.0,9.5,PERMANENTE
3902,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2015,20.0,20.0,180.0,9.0,PERMANENTE
3903,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2016,6.0,2.0,4.0,2.0,PERMANENTE
3904,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2016,5.0,5.0,30.0,6.0,PERMANENTE
3905,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2016,4.0,3.0,36.0,12.0,PERMANENTE
3906,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2016,3.0,3.0,30.0,10.0,PERMANENTE
3907,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2016,115.0,112.0,4704.0,42.0,PERMANENTE
3908,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2016,86.0,86.0,784.0,9.12,PERMANENTE
3909,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2016,1.0,1.0,2.0,1.8,PERMANENTE
3910,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2017,8.0,1.0,2.0,2.0,PERMANENTE
3911,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2017,5.0,5.0,30.0,6.0,PERMANENTE
3912,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2017,4.0,3.0,36.0,12.0,PERMANENTE
3913,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2017,2.0,2.0,20.0,10.0,PERMANENTE
3914,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2017,115.0,112.0,4704.0,42.0,PERMANENTE
3915,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2017,86.0,86.0,784.0,9.12,PERMANENTE
3916,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2017,30.0,30.0,540.0,18.0,PERMANENTE
3917,13,13683,BOLIVAR,DIQUE BOLIVARENSE,SANTA ROSA,FRUTALES,GUAYABA,GUAYABA,2018,18.0,2.0,12.0,6.0,PERMANENTE
3918,13,13140,BOLIVAR,DIQUE BOLIVARENSE,CALAMAR,FRUTALES,GUAYABA,GUAYABA,2018,5.0,5.0,30.0,6.0,PERMANENTE
3919,13,13873,BOLIVAR,DIQUE BOLIVARENSE,VILLANUEVA,FRUTALES,GUAYABA,GUAYABA,2018,4.0,3.0,36.0,12.0,PERMANENTE
3920,13,13760,BOLIVAR,DIQUE BOLIVARENSE,SOPLAVIENTO,FRUTALES,GUAYABA,GUAYABA,2018,2.0,2.0,24.0,12.0,PERMANENTE
3921,23,23678,CORDOBA,SINU MEDIO,SAN CARLOS,FRUTALES,GUAYABA,GUAYABA,2018,115.0,112.0,4704.0,42.0,PERMANENTE
3922,23,23001,CORDOBA,CENTRO,MONTERIA,FRUTALES,GUAYABA,GUAYABA,2018,86.0,86.0,860.0,10.0,PERMANENTE
3923,23,23672,CORDOBA,COSTANERA,SAN ANTERO,FRUTALES,GUAYABA,GUAYABA,2018,32.0,32.0,640.0,20.0,PERMANENTE
3924,23,23189,CORDOBA,SINU MEDIO,CIENAGA DE ORO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2006,4.0,4.0,10.0,2.5,TRANSITORIO
3925,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2007,20.0,18.0,180.0,10.0,TRANSITORIO
3926,23,23182,CORDOBA,SABANAS,CHINU,LEGUMINOSAS,HABICHUELA,HABICHUELA,2007,15.0,15.0,180.0,12.0,TRANSITORIO
3927,23,23670,CORDOBA,SABANAS,SAN ANDRES DE SOTAVENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2007,5.0,4.0,12.0,3.0,TRANSITORIO
3928,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2007,1.0,1.0,4.0,4.0,TRANSITORIO
3929,23,23670,CORDOBA,SABANAS,SAN ANDRES DE SOTAVENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,7.0,6.0,18.0,3.0,TRANSITORIO
3930,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,7.0,7.0,41.0,5.86,TRANSITORIO
3931,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,5.0,5.0,56.0,11.91,TRANSITORIO
3932,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,7.0,7.0,45.0,6.43,TRANSITORIO
3933,23,23670,CORDOBA,SABANAS,SAN ANDRES DE SOTAVENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,4.0,4.0,12.0,3.0,TRANSITORIO
3934,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2008,1.0,1.0,4.0,4.0,TRANSITORIO
3935,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,3.0,3.0,30.0,10.0,TRANSITORIO
3936,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,7.0,7.0,42.0,6.0,TRANSITORIO
3937,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,5.0,5.0,58.0,12.0,TRANSITORIO
3938,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,5.0,5.0,75.0,15.0,TRANSITORIO
3939,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,1.0,1.0,4.0,4.0,TRANSITORIO
3940,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,3.0,3.0,30.0,10.0,TRANSITORIO
3941,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2009,3.0,3.0,45.0,15.0,TRANSITORIO
3942,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,3.0,3.0,15.0,5.0,TRANSITORIO
3943,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,8.0,4.0,7.0,1.7,TRANSITORIO
3944,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,6.0,4.0,60.0,15.0,TRANSITORIO
3945,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,5.0,6.0,1.2,TRANSITORIO
3946,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,3.0,8.0,3.0,TRANSITORIO
3947,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,3.0,3.0,15.0,5.0,TRANSITORIO
3948,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,3.0,45.0,15.0,TRANSITORIO
3949,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,2.0,10.0,5.0,TRANSITORIO
3950,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,5.0,0.0,0.0,0.0,TRANSITORIO
3951,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2010,4.0,4.0,7.0,1.7,TRANSITORIO
3952,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,3.0,3.0,15.0,5.0,TRANSITORIO
3953,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,9.0,9.0,18.0,2.0,TRANSITORIO
3954,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,6.0,5.0,6.0,1.2,TRANSITORIO
3955,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,5.0,5.0,25.0,5.0,TRANSITORIO
3956,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,5.0,3.0,6.0,2.5,TRANSITORIO
3957,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,2.0,1.0,2.0,1.5,TRANSITORIO
3958,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,14.0,14.0,28.0,2.0,TRANSITORIO
3959,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,5.0,2.0,10.0,5.0,TRANSITORIO
3960,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,5.0,2.0,3.0,2.0,TRANSITORIO
3961,23,23686,CORDOBA,SINU MEDIO,SAN PELAYO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2011,1.0,1.0,5.0,5.0,TRANSITORIO
3962,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,2.0,2.0,10.0,5.0,TRANSITORIO
3963,23,23162,CORDOBA,SINU MEDIO,CERETE,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,6.0,5.0,6.0,1.2,TRANSITORIO
3964,23,23350,CORDOBA,SAN JORGE,LA APARTADA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,4.0,4.0,9.0,2.5,TRANSITORIO
3965,13,13222,BOLIVAR,DIQUE BOLIVARENSE,CLEMENCIA,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,3.0,3.0,15.0,5.0,TRANSITORIO
3966,23,23675,CORDOBA,COSTANERA,SAN BERNARDO DEL VIENTO,LEGUMINOSAS,HABICHUELA,HABICHUELA,2012,7.0,7.0,12.0,1.7,TRANSITORIO
