codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,grupo_cultivo,subgrupo,cultivo,desagregacion_cultivo,año,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
13,Bolívar,13074,Barranco De Loba,Otros Permanentes,Cacao,Cacao,Cacao,2016,2016,46.0,10.0,4.0,0.4,Permanente
13,Bolívar,13074,Barranco De Loba,Otros Permanentes,Cacao,Cacao,Cacao,2017,2017,46.0,46.0,18.0,0.4,Permanente
13,Bolívar,13074,Barranco De Loba,Otros Permanentes,Cacao,Cacao,Cacao,2018,2018,46.0,46.0,18.0,0.4,Permanente
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2010,2010A,65.0,5.0,2.0,0.4,Transitorio
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2011,2011A,120.0,110.0,66.0,0.6,Transitorio
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2012,2012A,60.0,60.0,48.0,0.8,Transitorio
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2012,2012B,75.0,75.0,75.0,1.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2013,2013A,6.0,6.0,3.0,0.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Leguminosas,Frijol,Frijol,Frijol,2013,2013B,50.0,50.0,30.0,0.6,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2006,2006B,580.0,380.0,456.0,1.2,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007A,500.0,380.0,456.0,1.2,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007B,550.0,320.0,320.0,1.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008A,610.0,600.0,840.0,1.4,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008B,550.0,370.0,333.0,0.9,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009A,650.0,650.0,975.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009B,500.0,500.0,600.0,1.2,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010A,685.0,112.0,90.0,0.8,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010B,210.0,195.0,293.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011A,700.0,670.0,1005.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011B,310.0,282.0,282.0,1.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012A,700.0,700.0,1400.0,2.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012B,700.0,700.0,1400.0,2.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013A,715.0,715.0,715.0,1.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013B,350.0,350.0,700.0,2.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014A,550.0,300.0,450.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014B,550.0,550.0,825.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015A,620.0,420.0,630.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015B,700.0,600.0,900.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016A,550.0,400.0,600.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016B,400.0,300.0,450.0,1.5,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017A,400.0,350.0,385.0,1.1,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017B,350.0,130.0,123.0,0.95,Transitorio
13,Bolívar,13074,Barranco De Loba,Cereales,Maiz,Maíz,Maiz Tradicional,2018,2018A,420.0,420.0,397.0,0.95,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2007,2007,15.0,15.0,225.0,15.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2008,2008,15.0,15.0,180.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2009,2009,15.0,15.0,150.0,10.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2010,2010,15.0,15.0,120.0,8.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2011,2011,15.0,15.0,180.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2012,2012,15.0,15.0,240.0,16.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2013,2013,15.0,15.0,180.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2014,2014,15.0,15.0,180.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2015,2015,15.0,15.0,180.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2016,2016,15.0,12.0,144.0,12.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2017,2017,15.0,15.0,195.0,13.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Mango,Mango,Mango,2018,2018,15.0,15.0,195.0,13.0,Permanente
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2007,2007B,25.0,12.0,36.0,3.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2008,2008A,25.0,25.0,300.0,12.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2009,2009A,30.0,30.0,360.0,12.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2009,2009B,10.0,10.0,60.0,6.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2010,2010A,35.0,4.0,12.0,3.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2011,2011A,40.0,25.0,200.0,8.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2012,2012A,20.0,20.0,240.0,12.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Frutales,Patilla,Patilla,Patilla,2012,2012B,25.0,25.0,250.0,10.0,Transitorio
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2007,2007,90.0,90.0,360.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2008,2008,30.0,30.0,90.0,3.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2009,2009,30.0,30.0,90.0,3.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2010,2010,42.0,22.0,44.0,2.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2011,2011,150.0,150.0,750.0,5.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2012,2012,22.0,22.0,132.0,6.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2013,2013,22.0,22.0,88.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2014,2014,29.0,22.0,88.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2015,2015,29.0,29.0,116.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2016,2016,29.0,15.0,60.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2017,2017,29.0,29.0,116.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Platano,Plátano,Platano,2018,2018,29.0,29.0,116.0,4.0,Permanente
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2007,2007,250.0,200.0,2000.0,10.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2008,2008,390.0,89.0,356.0,4.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2009,2009,420.0,420.0,2100.0,5.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2010,2010,455.0,75.0,225.0,3.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2011,2011,400.0,385.0,3850.0,10.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2012,2012,400.0,400.0,4000.0,10.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2013,2013,395.0,395.0,3950.0,10.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2014,2014,400.0,300.0,3000.0,10.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2015,2015,450.0,400.0,2800.0,7.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2016,2016,450.0,430.0,3440.0,8.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2017,2017,380.0,350.0,2800.0,8.0,Anual
13,Bolívar,13074,Barranco De Loba,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2018,2018,500.0,500.0,4000.0,8.0,Anual
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2008,2008A,7.0,7.0,50.0,7.2,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2009,2009A,5.0,3.0,20.0,6.66,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2010,2010A,10.0,6.0,40.0,6.67,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2012,2012A,10.0,5.0,33.0,6.6,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2013,2013A,12.0,10.0,66.0,6.6,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2014,2014A,5.0,3.0,20.0,6.6,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2015,2015A,5.0,0.0,0.0,0.0,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2016,2016A,5.0,5.0,30.0,6.0,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2017,2017A,5.0,5.0,30.0,6.0,Transitorio
13,Bolívar,13140,Calamar,Hortalizas,Aji,Ají,Aji Dulce,2018,2018A,10.0,10.0,60.0,6.0,Transitorio
13,Bolívar,13140,Calamar,Leguminosas,Frijol,Frijol,Frijol,2006,2006B,27.0,27.0,16.0,0.59,Transitorio
13,Bolívar,13140,Calamar,Leguminosas,Frijol,Frijol,Frijol,2007,2007A,25.0,10.0,6.0,0.6,Transitorio
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2007,2007,14.0,0.0,0.0,0.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2008,2008,19.0,14.0,84.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2009,2009,22.0,14.0,84.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2010,2010,10.0,6.0,24.0,4.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2011,2011,6.0,6.0,24.0,4.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2012,2012,10.0,10.0,60.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2013,2013,10.0,10.0,60.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2014,2014,10.0,10.0,60.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2015,2015,10.0,10.0,40.0,4.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2016,2016,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2017,2017,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Guayaba,Guayaba,Guayaba,2018,2018,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2006,2006B,2095.0,2050.0,3075.0,1.5,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007A,650.0,580.0,696.0,1.2,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2007,2007B,2105.0,1028.0,1542.0,1.5,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008A,647.0,419.0,629.0,1.5,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2008,2008B,3265.0,1921.0,2882.0,1.5,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009A,2155.0,530.0,998.0,1.88,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2009,2009B,2420.0,1050.0,1512.0,1.44,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010A,2865.0,637.0,884.0,1.39,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2010,2010B,2800.0,320.0,480.0,1.5,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011A,3858.0,610.0,875.0,1.43,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2011,2011B,2700.0,300.0,360.0,1.2,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012A,3465.0,1040.0,1505.0,1.45,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2012,2012B,3500.0,3150.0,3780.0,1.2,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013A,4300.0,4300.0,7740.0,1.8,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2013,2013B,3950.0,3600.0,4320.0,1.2,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014A,4300.0,4300.0,7740.0,1.8,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2014,2014B,2370.0,475.0,687.0,1.45,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015A,1715.0,850.0,850.0,1.0,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2015,2015B,2300.0,1300.0,1300.0,1.0,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016A,1000.0,500.0,625.0,1.25,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2016,2016B,1000.0,800.0,1000.0,1.25,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017A,800.0,720.0,810.0,1.13,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2017,2017B,400.0,380.0,380.0,1.0,Transitorio
13,Bolívar,13140,Calamar,Cereales,Maiz,Maíz,Maiz Tradicional,2018,2018A,600.0,600.0,600.0,1.0,Transitorio
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2007,2007,52.0,37.0,555.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2008,2008,37.0,34.0,510.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2009,2009,37.0,34.0,510.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2010,2010,17.0,15.0,225.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2011,2011,17.0,15.0,225.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2012,2012,20.0,20.0,300.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2013,2013,22.0,20.0,300.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2014,2014,22.0,20.0,300.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2015,2015,22.0,20.0,260.0,13.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2016,2016,27.0,22.0,330.0,15.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2017,2017,32.0,22.0,374.0,17.0,Permanente
13,Bolívar,13140,Calamar,Frutales,Mango,Mango,Mango,2018,2018,32.0,22.0,396.0,18.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2007,2007,3.0,3.0,24.0,8.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2008,2008,10.0,10.0,76.0,8.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2009,2009,13.0,8.0,33.0,4.4,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2010,2010,32.0,10.0,80.0,8.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2011,2011,30.0,9.0,63.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2012,2012,30.0,24.0,168.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2013,2013,30.0,25.0,175.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2014,2014,20.0,10.0,70.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2015,2015,30.0,10.0,70.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2016,2016,20.0,8.0,56.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2017,2017,20.0,18.0,126.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Ñame,Ñame,Ñame,2018,2018,40.0,40.0,280.0,7.0,Anual
13,Bolívar,13140,Calamar,Oleaginosas,Palma De Aceite,Palma De Aceite,Palma De Aceite,2012,2012,100.0,0.0,0.0,0.0,Permanente
13,Bolívar,13140,Calamar,Oleaginosas,Palma De Aceite,Palma De Aceite,Palma De Aceite,2013,2013,100.0,0.0,0.0,0.0,Permanente
13,Bolívar,13140,Calamar,Oleaginosas,Palma De Aceite,Palma De Aceite,Palma De Aceite,2014,2014,100.0,0.0,0.0,0.0,Permanente
13,Bolívar,13140,Calamar,Oleaginosas,Palma De Aceite,Palma De Aceite,Palma De Aceite,2015,2015,50.0,0.0,0.0,0.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2007,2007,35.0,35.0,210.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2008,2008,17.0,15.0,90.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2009,2009,10.0,10.0,60.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2010,2010,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2011,2011,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2012,2012,2.0,2.0,12.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2013,2013,5.0,2.0,12.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2014,2014,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2015,2015,5.0,5.0,15.0,3.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2016,2016,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2017,2017,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Platano,Plátano,Platano,2018,2018,5.0,5.0,30.0,6.0,Permanente
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2007,2007,650.0,580.0,3480.0,6.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2008,2008,647.0,414.0,2484.0,6.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2009,2009,710.0,305.0,1119.0,3.67,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2010,2010,730.0,205.0,1230.0,6.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2011,2011,710.0,200.0,1100.0,5.5,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2012,2012,850.0,680.0,3740.0,5.5,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2013,2013,1020.0,900.0,4950.0,5.5,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2014,2014,510.0,102.0,714.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2015,2015,1200.0,240.0,1680.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2016,2016,500.0,450.0,3150.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2017,2017,700.0,540.0,3780.0,7.0,Anual
13,Bolívar,13140,Calamar,Tuberculos Y Platanos,Yuca,Yuca,Yuca,2018,2018,700.0,700.0,4900.0,7.0,Anual
13,Bolívar,13160,Cantagallo,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2016,2016A,43.0,43.0,145.0,3.36,Transitorio
13,Bolívar,13160,Cantagallo,Cereales,Arroz,Arroz,Arroz Secano Mecanizado,2016,2016B,44.0,41.0,113.0,2.78,Transitorio
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2007,2007,466.0,230.0,69.0,0.3,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2008,2008,546.0,320.0,96.0,0.3,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2009,2009,594.0,320.0,64.0,0.2,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2010,2010,574.0,308.0,62.0,0.2,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2011,2011,574.0,350.0,105.0,0.3,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2012,2012,670.0,218.0,65.0,0.3,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2013,2013,710.0,268.0,80.0,0.3,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2014,2014,710.0,268.0,54.0,0.2,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2015,2015,710.0,300.0,120.0,0.4,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2016,2016,767.0,324.0,139.0,0.43,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2017,2017,800.0,500.0,215.0,0.43,Permanente
13,Bolívar,13160,Cantagallo,Otros Permanentes,Cacao,Cacao,Cacao,2018,2018,800.0,500.0,215.0,0.43,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2009,2009,6.0,0.0,0.0,0.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2008,2008,100.0,0.0,0.0,0.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2010,2010,6.0,0.0,0.0,0.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2011,2011,6.0,6.0,6.0,1.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2012,2012,9.0,6.0,6.0,1.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2013,2013,9.0,0.0,0.0,0.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2014,2014,9.0,0.0,0.0,0.0,Permanente
13,Bolívar,13160,Cantagallo,Forestales,Caucho,Caucho,Caucho,2015,2015,9.0,0.0,0.0,0.0,Permanente
